index,Rank,Model,Model Size (Million Parameters),"Memory Usage (GB, fp32)",Embedding Dimensions,Max Tokens,Average,BIOSSES,SICK-R,STS12,STS13,STS14,STS15,STS16,STS17 (en-en),STS22 (en),STSBenchmark
41,220,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Gameselo/STS-multilingual-mpnet-base-v2"">STS-multilingual-mpnet-base-v2</a>",278,1.04,768,514,,,,,,,,,,,0.98
42,221,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Geotrend/bert-base-10lang-cased"">bert-base-10lang-cased</a>",138,0.51,768,512,,,,,,,,,,,
43,222,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Geotrend/bert-base-15lang-cased"">bert-base-15lang-cased</a>",138,0.51,768,512,,,,,,,,,,,
44,223,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Geotrend/bert-base-25lang-cased"">bert-base-25lang-cased</a>",138,0.51,768,512,,,,,,,,,,,
54,230,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Jaume/gemma-2b-embeddings"">gemma-2b-embeddings</a>",2506,9.34,2048,8192,,,,,,,,,,,
60,231,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Lajavaness/bilingual-embedding-large-8k"">bilingual-embedding-large-8k</a>",568,2.12,1024,8194,,,,,,,,,,,
80,233,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Mihaiii/gte-micro"">gte-micro</a>",17,0.06,384,512,,,,,,,,,,,
81,234,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Mihaiii/gte-micro-v2"">gte-micro-v2</a>",17,0.06,384,512,,,,,,,,,,,
82,235,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Mihaiii/gte-micro-v3"">gte-micro-v3</a>",17,0.06,384,512,,,,,,,,,,,
83,236,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Mihaiii/gte-micro-v4"">gte-micro-v4</a>",19,0.07,384,512,,,,,,,,,,,
92,237,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka"">Arabert-all-nli-triplet-Matryoshka</a>",135,0.5,768,512,,67.37,57.64,69.67,51.95,57.37,70.1,65.05,,,61.59
93,238,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Omartificial-Intelligence-Space/Arabic-MiniLM-L12-v2-all-nli-triplet"">Arabic-MiniLM-L12-v2-all-nli-triplet</a>",118,0.44,384,512,,69.41,79.62,77.39,79.59,79.79,86.21,81.4,,,84.35
94,239,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Omartificial-Intelligence-Space/Arabic-all-nli-triplet-Matryoshka"">Arabic-all-nli-triplet-Matryoshka</a>",278,1.04,768,514,,77.44,79.39,78.93,82.73,81.65,87.62,83.66,,,86.16
95,240,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Omartificial-Intelligence-Space/Arabic-labse-Matryoshka"">Arabic-labse-Matryoshka</a>",471,1.75,768,512,,76.66,77.03,79.21,79.55,78.85,85.61,79.93,,,82.05
96,241,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Omartificial-Intelligence-Space/Arabic-mpnet-base-all-nli-triplet"">Arabic-mpnet-base-all-nli-triplet</a>",109,0.41,768,514,,67.12,68.94,68.72,56.04,58.81,73.74,68.25,,,67.56
97,242,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Omartificial-Intelligence-Space/Marbert-all-nli-triplet-Matryoshka"">Marbert-all-nli-triplet-Matryoshka</a>",163,0.61,768,512,,51.88,65.8,63.0,52.23,59.23,70.02,64.99,,,61.17
98,243,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/OrdalieTech/Solon-embeddings-large-0.1"">Solon-embeddings-large-0.1</a>",560,2.09,1024,514,,,,,,,,,,,
99,244,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/OrlikB/st-polish-kartonberta-base-alpha-v1"">st-polish-kartonberta-base-alpha-v1</a>",124,0.46,768,514,,,,,,,,,,,
101,245,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/RookieHX/bge_m3e_stella"">bge_m3e_stella</a>",,,,,,,,,,,,,,,61.83
105,246,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Shimin/LLaMA-embeeding"">LLaMA-embeeding</a>",,,,,,67.85,57.32,42.8,58.77,53.36,69.23,58.81,68.6,,52.67
106,247,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Shimin/yiyouliao"">yiyouliao</a>",,,,,,,79.98,77.64,81.23,77.94,86.87,83.31,87.35,60.99,
117,248,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/Wissam42/sentence-croissant-llm-base"">sentence-croissant-llm-base</a>",1280,4.77,2048,2048,,,,,,,,,,,
120,249,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/aari1995/German_Semantic_STS_V2"">German_Semantic_STS_V2</a>",336,1.25,1024,512,,,,,,,,,,,
122,250,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/ai-forever/ru-en-RoSBERTa"">ru-en-RoSBERTa</a>",404,1.5,1024,514,,,,,,,,,,,
123,251,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/ai-forever/sbert_large_mt_nlu_ru"">sbert_large_mt_nlu_ru</a>",427,1.59,1024,514,,,,,,,,,,,
124,252,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/ai-forever/sbert_large_nlu_ru"">sbert_large_nlu_ru</a>",427,1.59,1024,512,,,,,,,,,,,
136,253,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/biswa921/bge-m3"">bge-m3</a>",567,2.11,1024,8192,,83.38,79.71,78.73,79.6,79.0,87.81,85.4,87.13,,84.85
137,254,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/brahmairesearch/slx-v0.1"">slx-v0.1</a>",23,0.08,384,512,,,,,,,,,,,
139,255,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/cointegrated/LaBSE-en-ru"">LaBSE-en-ru</a>",129,0.48,768,512,,,,,,,,,,59.47,
140,256,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/cointegrated/rubert-tiny"">rubert-tiny</a>",12,0.04,512,514,,,,,,,,,,,
141,257,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/cointegrated/rubert-tiny2"">rubert-tiny2</a>",29,0.11,2048,514,,,,,,,,,,,
143,258,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/consciousAI/cai-stellaris-text-embeddings"">cai-stellaris-text-embeddings</a>",53,0.2,768,514,,,,,,,,,,,
144,259,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/dangvantuan/sentence-camembert-base"">sentence-camembert-base</a>",110,0.41,768,512,,,,,,,,,,,
145,260,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/dangvantuan/sentence-camembert-large"">sentence-camembert-large</a>",337,1.26,1024,512,,,,,,,,,,,
147,261,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/deepvk/USER-base"">USER-base</a>",124,0.46,768,512,,,,,,,,,,,
148,262,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/deepvk/USER-bge-m3"">USER-bge-m3</a>",359,1.34,1024,8192,,,,,,,,,,,
149,263,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/deepvk/deberta-v1-base"">deberta-v1-base</a>",124,0.46,768,512,,,,,,,,,,,
152,264,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/dumyy/sft-bge-small"">sft-bge-small</a>",24,0.09,512,512,,,,,,,,,,,
157,265,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/flaubert/flaubert_base_cased"">flaubert_base_cased</a>",138,0.51,768,512,,,,,,,,,,,
158,266,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/flaubert/flaubert_base_uncased"">flaubert_base_uncased</a>",138,0.51,768,512,,,,,,,,,,,
159,267,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/flaubert/flaubert_large_cased"">flaubert_large_cased</a>",372,1.39,1024,512,,,,,,,,,,,
160,268,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/google-bert/bert-base-multilingual-cased"">bert-base-multilingual-cased</a>",179,0.67,768,512,,,,,,,,,,,
161,269,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/google-bert/bert-base-multilingual-uncased"">bert-base-multilingual-uncased</a>",168,0.63,768,512,,,,,,,,,,,
177,270,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/ipipan/herbert-base-retrieval-v2"">herbert-base-retrieval-v2</a>",125,0.47,768,514,,,,,,,,,,,
178,271,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/ipipan/silver-retriever-base-v1"">silver-retriever-base-v1</a>",125,0.47,768,514,,,,,,,,,,,
197,272,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/manu/bge-m3-custom-fr"">bge-m3-custom-fr</a>",568,2.12,1024,8194,,,,,,,,,,,
198,273,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/manu/sentence_croissant_alpha_v0.1"">sentence_croissant_alpha_v0.1</a>",1280,4.77,2048,2048,,,,,,,,,,,
199,274,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/manu/sentence_croissant_alpha_v0.2"">sentence_croissant_alpha_v0.2</a>",1280,4.77,2048,2048,,,,,,,,,,,
200,275,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/manu/sentence_croissant_alpha_v0.3"">sentence_croissant_alpha_v0.3</a>",1280,4.77,2048,2048,,,,,,,,,,,
201,276,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/manu/sentence_croissant_alpha_v0.4"">sentence_croissant_alpha_v0.4</a>",1280,4.77,2048,2048,,,,,,,,,,,
206,279,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/mukaj/fin-mpnet-base"">fin-mpnet-base</a>",109,0.41,768,514,,,,,,,,,,,
224,280,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/nvidia/NV-Retriever-v1"">NV-Retriever-v1</a>",7111,26.49,4096,512,,,,,,,,,,,
225,281,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/openbmb/MiniCPM-Embedding"">MiniCPM-Embedding</a>",2725,10.15,2304,2048,,,,,,,,,,,
229,282,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/qinxianliu/FAE-v1"">FAE-v1</a>",335,1.25,1024,512,,,,,,,,,85.06,68.84,
233,283,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sdadas/mmlw-e5-base"">mmlw-e5-base</a>",278,1.04,768,514,,,,,,,,,,,
234,284,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sdadas/mmlw-e5-large"">mmlw-e5-large</a>",560,2.09,1024,514,,,,,,,,,,,
235,285,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sdadas/mmlw-e5-small"">mmlw-e5-small</a>",118,0.44,384,512,,,,,,,,,,,
236,286,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sdadas/mmlw-roberta-base"">mmlw-roberta-base</a>",124,0.46,768,514,,,,,,,,,,,
237,287,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sdadas/mmlw-roberta-large"">mmlw-roberta-large</a>",435,1.62,1024,514,,,,,,,,,,,
238,288,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sdadas/st-polish-paraphrase-from-distilroberta"">st-polish-paraphrase-from-distilroberta</a>",125,0.47,768,514,,,,,,,,,,,
239,289,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sdadas/st-polish-paraphrase-from-mpnet"">st-polish-paraphrase-from-mpnet</a>",125,0.47,768,514,,,,,,,,,,,
253,290,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1"">multi-qa-MiniLM-L6-cos-v1</a>",23,0.09,384,512,,,,,,,,,,,
260,291,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sergeyzh/LaBSE-ru-turbo"">LaBSE-ru-turbo</a>",128,0.48,768,512,,,,,,,,,,,
261,292,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/sergeyzh/rubert-tiny-turbo"">rubert-tiny-turbo</a>",29,0.11,312,2048,,,,,,,,,,47.06,
264,294,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/tanmaylaud/ret-phi2-v0"">ret-phi2-v0</a>",2649,9.87,2560,2048,,,,,,,,,,,
265,295,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/technicolor/Angle_BERT"">Angle_BERT</a>",109,0.41,768,512,,,,,,,,,,,
280,296,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/w601sxs/b1ade-embed-kd"">b1ade-embed-kd</a>",335,1.25,1024,512,,84.75,80.74,75.42,85.48,78.85,85.23,82.16,,,82.69
281,297,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/w601sxs/b1ade-embed-kd_3"">b1ade-embed-kd_3</a>",335,1.25,1024,512,,0.74,0.81,0.74,0.8300000000000001,0.75,0.8200000000000001,0.81,,,0.8
283,298,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/xlm-roberta-base"">xlm-roberta-base</a>",279,1.04,768,514,,,,,,,,,,,
284,299,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/xlm-roberta-large"">xlm-roberta-large</a>",560,2.09,1024,514,,,,,,,,,,,
285,300,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://huggingface.co/yco/bilingual-embedding-base"">bilingual-embedding-base</a>",278,1.04,768,514,,,,,,,,,,,
294,301,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://openai.com/blog/introducing-text-and-code-embeddings"">text-search-ada-001</a>",,,1024,2046,,,,,,,,,,,
295,302,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://openai.com/blog/introducing-text-and-code-embeddings"">text-search-ada-doc-001</a>",,,1024,2046,,,,,,,,,,,
296,303,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://openai.com/blog/introducing-text-and-code-embeddings"">text-search-babbage-001</a>",,,2048,2046,,,,,,,,,,,
297,304,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://openai.com/blog/introducing-text-and-code-embeddings"">text-search-curie-001</a>",,,4096,2046,,,,,,,,,,,
298,305,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://openai.com/blog/introducing-text-and-code-embeddings"">text-search-davinci-001</a>",,,12288,2046,,,,,,,,,,,
300,306,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://openai.com/blog/introducing-text-and-code-embeddings"">text-similarity-babbage-001</a>",,,2048,2046,,78.12,77.02,,,,,,,,84.32
301,307,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://openai.com/blog/introducing-text-and-code-embeddings"">text-similarity-curie-001</a>",,,4096,2046,,77.46,77.26,,,,,,,,83.02
302,308,"<a target=""_blank"" style=""text-decoration: underline"" href=""https://openai.com/blog/introducing-text-and-code-embeddings"">text-similarity-davinci-001</a>",,,12288,2046,,68.95,78.72,,,,,,,,84.08
